worker_id,task_id,task_response_id,is_reviewed,review_score,tweet_id,text,username,bio,Categorize the tweet
R7XYZ4FKMFF9,2595b961-9516-440c-8006-5156da96974f,82f9f1ec-ac8d-4e59-b54e-9e7695855cd1,false,,1540795312159219712,"it doesn’t take a genius to realise that overturning roe v wade doesn’t ban abortions, it bans SAFE abortions.",kynthia05,🦋🐅,Pro-choice
XJKGQQWFXKTX,abf5ae52-0a6e-4cfb-a49b-daadb7624b8e,836ec3fa-6561-4552-a696-7d61ac5be54a,false,,1540794882457051136,"@stillgray Hey @stillgray I just wrote an article on this very subject. Would appreciate it if you'd check it out!

https://t.co/hdgRVipEPf",KillSamCotter,"You'll never clip my wings, motherfucker I was born to fly 🕊 You'll never steal my soul, baby baby I was born to die.",Pro-choice
Z6J69GNZYEXY,1fc7399f-58e4-418f-839f-ab124660ac77,841116b0-e3f3-43c6-aae3-340422a1ec54,false,,1540796039002611713,Fun little fact for people who say that God forbids abortions. Here’s a portion of the scripture that details how t… https://t.co/KMx96s1826,bellaxedward666,20 • any pronouns | Horror • Gaming • Comics • Music,Pro-choice
T3RMAEPRMD6J,17e836b1-86a5-452c-b38b-b5ad01a95b2c,85156c3b-147d-4969-ba3f-1060f8269415,false,,1540796086113148928,"@amyklobuchar Wouldn't birth control be easier &amp; even cheaper? Oh yeah, you're complicit in using abortion as a for… https://t.co/QLNxFk1UMV",CharlieS1976,"Proud husband, father, grandfather & U.S. Army Veteran. I love the USA!  #MAGA #KAG #TRUMP #PATRIOT #FBTS #ARMY #VETERAN #2A",Pro-life
73FP3QEHRD7V,98bfafef-f336-4d94-aec1-e8efb6ada121,85289448-f5be-400a-875a-7e15bf134868,false,,1540796143654752256,Lost in the abortion debate is the topic of super profitable baby organ harvesting. Imagine if leftists knew about… https://t.co/TD18c8lDyh,truth_campaign,"Jesus is Christ. Freedom is Godly. Truth over feelings. Policy shouldn't come from ""We don't know"" which isn't Science and data.",Pro-life
XJKGQQWFXKTX,0ba1640b-b818-4e23-b667-d962343f7fcf,852ce0c7-779a-4293-b93b-1770010a8cad,true,,1540794937180028928,there’s so many things i wanna say about roe v wade but i can’t even put anything into words because it angers me so much,choro_98,i have no personality don’t follow me,Pro-choice
7R2NKCJQNXPP,1cf0ba69-d0e9-41cf-8da4-09968ce4ebf2,85358e3b-89e1-4c32-b582-bed2c99aeaaa,false,,1540794302741196800,"I believe in a woman’s right to choose. It is that simple.

As a husband and a father of a young daughter, the poli… https://t.co/3xmdXM7PaT",KidEnigma,Mexican-American DJ/Producer/Vocalist/Songwriter living in Chicago | Bookings: edgar@bnaturalrecords.com | Promos: keith@bnaturalrecords.com | http://t.co/8ysbl18Eut,Pro-choice
4TG67HVWJNDP,89b313f4-d457-4977-a176-650217af5cd7,856e5541-40c6-448e-9b3e-a2e9e4708c56,false,,1540794490734055425,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/da51uVqZfz,penelopefarmer1,writer: author of Goodnight Ophelia: not so recently of Charlotte Sometimes as sung by the Cure: blogs at https://t.co/GGc7Iwepra,Pro-choice
4TG67HVWJNDP,e8ea9529-03f4-465e-a3e6-1dc2de1aa586,85affb52-3114-47d4-8664-9e6622ccd7ff,false,,1540793996938596352,@milagracesmom Amazing that they’re using personal responsibility as a threat. If they had just done that from the… https://t.co/7mbOF9o8LW,brittanyontoast,,Pro-life
T3RMAEPRMD6J,4be7136a-50ab-4652-8de0-f3734ad87ba4,868139a7-1f0f-4ac1-976b-d46f01b61148,true,,1540796020023508992,"Alternative proposal: cover travel expenses for @VanderbiltU employees who need abortions, as have many other emplo… https://t.co/blWtRXc8sO",mellissameisels,"Political Science PhD @VanderbiltU studying Congress, elections, $$ in politics. @UCLA alumna. Proud Oregonian. Nice(ish) Jewish girl.",Pro-life
7R2NKCJQNXPP,e6f58ddd-8fc0-4fd4-86cb-7dec32c885db,86dcf681-9a74-4634-ab8d-71b3c20c4053,false,,1540784643997401088,"@Leerose1985 Wow if this is how they are reacting to Roe V. Wade being overturned … 

Wait until the midterms, this… https://t.co/lAtWHd4jKa",RSW_24,"Free Thinker, Truth Seeker, Lover of Sports, Hater of SJW Shit",Pro-life
7R2NKCJQNXPP,152441f4-d3ff-492e-a31b-f36f16e290fe,87272f18-0ee8-44d1-bad0-ad7f35c87992,false,,1540795687830310914,@77Macb It’s a good thing that yesterday’s decision didn’t outlaw abortion/ / you seem to have misunderstood,RichardTorrice1,"Internal Medicine physician, Florida MAGA",Pro-choice
CAG2KV7YTM69,7c917642-54a6-4334-ab61-62d6f8837dfb,87a6fa8c-d868-4a98-8ab1-ba34e2f5edd2,false,,1540795125554507776,"""Pure comedy"": Most hysterical Roe v. Wade strike-down reactions | Rob S... https://t.co/Mpkp0xbvH5 via @YouTube",angeladsegura,,Pro-life
R7XYZ4FKMFF9,fb4781b5-a3da-4169-96ac-20ca0eb85b0d,880a2492-c957-4921-8501-ba5ed357ee9f,false,,1540795701046681601,"@EmilyKrebs6 You can still not get pregnant in this country. Use birth control, abstain, don’t use abortion as birth control….",emd621,,Pro-life
DPNAMHPJRREC,848e7936-de72-49fc-8504-92f7ceddced7,8894d757-8159-4f1a-b27c-2478c44a2ddd,false,,1540795836627574784,God judges nations that practice child sacrifice. Overturning Roe v. Wade was a necessary prerequisite for fixing the country.,bovinemasticatr,"If you shitpost for long into an abyss, the abyss shitposts also into you.",Pro-life
WFRWYPY7XZJ9,1b8ebcd6-c719-4202-a709-1f3ba91c6569,889a37ca-07c8-436e-8d6d-91c1eb513f9a,false,,1540796185237225472,i hope those women sitting in the supreme court realize that overturning roe vs wade is the first step in stripping… https://t.co/OtGeRVWBrd,weccaa,♏️♏️♓️| 17 | NY | INFP-T |,Pro-choice
FQG6KZ9NADDZ,bc8a209f-f7ff-4587-ad5d-02d71ed3a97b,88a5f957-5987-4e48-bf57-19eb3975d16f,false,,1540784430024863745,Men don’t need to get a vasectomy to be a woman’s ally. You can help women by protesting what’s going on with Roe v… https://t.co/totEOExT0w,by_cuddles,『Soon to be VTuber』)『Lvl:24 』Polyamorus/Genderfluid/@MoltanBlade❤️‍🩹/@PAPO1990💙/Dms open! / Vrchat Player/,Pro-choice
GM7WMPEN2H9W,8b483a93-4ec8-400f-8a67-190da244510b,88c53a55-b301-499e-a5c1-4d6367765d61,false,,1540794283694837761,"Olivia Rodrigo rips SCOTUS at concert for overturning Roe V. Wade, calling out 5 conservative Justices. https://t.co/ux3IqRzrwm",TmzBot,"#TMZ #TMZBot #News

Check out the latest entertainment & celebrity TMZ news!",Pro-choice
FPMCK2P37RW2,1ab92372-5d1c-4506-b8f5-e21d9936aa69,88d5b868-c9bb-4f97-a570-24881b4440db,false,,1540793868328882176,"Still cannot believe the reprehensible step taken in the US to overturn Roe v Wade.

When do they vote on changing the name to Gilead?",James65400534,,Pro-choice
FPMCK2P37RW2,5681cfd8-8b40-4683-a2b5-e8b8a7d4b7cd,88f6622b-530c-4a1e-9010-6b7780f9ef2a,false,,1540794272500264962,"My best friend, who is a Republican, just sent me a text from her daughter in law who is liberal and in tears about… https://t.co/KSBpkLU9VO",kathrynresister,#BidenIsPresident | Writer | Video Maker | #ProChoice | #EndGunViolenceNow | Followed by @TeamPelosi @glennkirschner2 @shannonrwatts @MeidasTouch @DonWinslow,Pro-choice
Z6J69GNZYEXY,c8a4982b-e1ec-4574-80ba-4463c3e5da24,8904bcb9-8ba0-4380-a308-76ba2e3b4538,false,,1540795766129790977,@duchessofdis @jabooka13 But what the right is doing to humanity &amp; democracy is so much more than just abortion - t… https://t.co/mzFg4pm0ez,WithForethought,"“There are two means of refuge from the miseries of life: music and cats.” – Albert Schweitzer   Canadian, Social Democrat.",Pro-choice
2AZWNZRTVACE,5cdb044f-5318-4b65-8cf8-b92c57c398ca,8924d9c1-c700-446c-9d64-280c08367590,false,,1540796222524387328,.@attackerman has a great article on this that anyone who cares about the policing of people who can get pregnant s… https://t.co/H4a5deG0qv,MsJamshidi,"Law prof. Write on Nat Sec, Intl Law & Arab World. Former @CFR_org term member. Author, Future of the Arab Spring.",Pro-choice
AMXMPYF9CYAJ,931d3283-64a9-439e-a048-febccf2e0277,899357e0-3d22-4131-983c-b0b43627dfbb,false,,1540796560514027526,I AM ASHAMED OF AMERICA AND WILL LEAVE IT ASAP! https://t.co/ZTXAn1YTir,lkrivo,,Pro-choice
T3RMAEPRMD6J,a84c7aae-72bd-4f6a-ab61-978d9b8b201b,8a0e304f-19ea-46f9-9e54-df860cbf15b4,false,,1540795849537486850,"@VP How can you encourage abortion when it can be curbed by applying protective measures to avoid pregnancy, you ca… https://t.co/Dea0F1io5s",Patrick66750581,,Pro-life
C69D7VD39FKM,d5b277b2-9745-427c-9535-ecd34af745e7,8a7cd4dd-3c2a-490e-8fdd-1dcdac9c0017,false,,1540796060997922816,@ericswalwell The only reason abortion rights were so low on public voting priority lists was because the public ha… https://t.co/oDxttDFwzY,bradboyqld,"MARIE DAWN CONNORS
17.4.1932 - 1.2.2019
My breath. My life. I love you with every fibre of my being. https://t.co/FPOQOivbFA…",Pro-choice
Z6J69GNZYEXY,bac746ae-028c-4876-b278-35d70f207521,8ab4869d-db90-4d2c-be2a-1bf5c82774c6,false,,1540795994245398530,@ShadayaKnight 🚫❌ N🅾️ to abortion,mawerekongonya4,"Son:daddy how do prepare for the unexpected?
Daddy:by expecting everything son
Fairness is for the weak who do not have a chance against the mightier
GGMU",Pro-life
WFRWYPY7XZJ9,7ea053e3-6476-4cba-b76c-25feb090b957,8aef5b27-f23e-4b10-ae57-c42ea4989379,false,,1540795875152125952,@Idfkanything1 @valleonardcomc1 @mmpadellan Negative. Claiming they would rather die than carry is not the same as… https://t.co/l0RKhUjNnD,KorbenDallas88,I was a cab driver but now I have to save the world. I identify as a meat popsicle. DeSantis 2024! Democrats must go!!,Pro-life
XJKGQQWFXKTX,65d67ece-ce8d-4711-91c2-5281710049e9,8b13bda3-e28e-48c6-b5e6-7e31d0adcba2,true,,1540796467199320065,"@ChrisMurphyCT So, we should elect democrats who just sat on their asses for years during Obama and Biden and we st… https://t.co/Q748sGM6YH",MikeHeron8,"Disabled Vet living with Charcot Foot bi-lateral and an Autistic wife. She has a lot on her plate, God Bless her",Pro-choice
ZFEQJC4ERT29,8162ae33-6830-4e5e-b484-fffde6534e9e,8b5ed946-2633-4023-aa7f-8e095d9b2175,false,,1540795506548297733,Folks of all genders should refrain from having sex except for the purpose of procreation until Roe versus Wade is… https://t.co/zrZJB4Y2YB,EdwardReep,"I am an American, who likes to do things almost as much as he likes to not do things. My interests include Christianity, Entertainment, Politics, and food.",Pro-choice
XJKGQQWFXKTX,e1a83e06-a155-4eae-87fb-c18ece728852,8ba14d07-bf29-4472-8045-db690048ec7f,false,,1540795767341719553,"Interesting framing: at the time of the Civil War, most white people in slave states wanted slavery to continue for… https://t.co/oTaWsZ7bxW",GlennF,"Type historian, Jeopardy champ, tech journalist. Please leave a message at the tone. Sign up for my low-volume mailing list! https://t.co/3fcFj51IOJ",Pro-choice
2AZWNZRTVACE,f4f9ad89-12a0-48cd-a279-818eee517fd6,8baf82d4-4b52-4e57-aacc-689afe4a405e,false,,1540794676554235910,"@JFerien @Keltic_Witch @JoeBiden Sadly, now that abortion is illegal in some states, it’ll be like before Roe v. Wa… https://t.co/IbFCvjZ8SO",yeeyeeAL,Alabama,Pro-choice
R7XYZ4FKMFF9,2cca4efb-7818-4ff7-8123-daded6b48599,8bd80012-c175-406f-a7ad-0d662d6b2914,false,,1540795705610178560,@SieveVomit @2_Screwz_Loose @krisyio @THESPlRAL people need basic healthcare man abortion is apart of that,vfxssx1,,Pro-choice
AMXMPYF9CYAJ,6ada2bcf-0b5d-4e0b-86c6-4391fa06a26b,8bf0e8b2-1fc0-4ff4-892b-3038b257b5de,false,,1540795961844371456,@RyanMcChesney1 @QuintonLucasKC I sincerely hope you never have a daughter requiring an abortion to save her life.… https://t.co/aiUaYVmPQg,rweagley,"Emeritus faculty member, University of Missouri, Personal Financial Planning Department",Pro-choice
WFRWYPY7XZJ9,fded7ced-0537-49f9-8c63-feafc39e1a2a,8c10bcfe-5813-415c-b7f3-c226fa93bee9,false,,1540796201628446720,@ASFleischman Abortion is health care. I want everyone in the country to access whatever health care they need. Sto… https://t.co/sJx79TVGVj,rahaeli,"Co-founder of @dreamwidth, queer disabled fannish nerd, poster of cat pics. America I'm putting my queer shoulder to the wheel.",Pro-choice
FPMCK2P37RW2,13a932eb-e1f7-435d-891b-ff1790541253,8c3d7644-0061-4e28-9679-d967dee13543,false,,1540795356467941376,Abortion “rights” activists have zero interest in having a real discussion about the issue. Most do not even know t… https://t.co/NCyS6s5ZeC,ethanlculver,PSU '20丨Space & Geography 🌌 🌎🌐,Pro-life
7R2NKCJQNXPP,b1021654-de12-4b1e-bb46-e68e5d41d0d1,8cb7a7ab-03cc-47c1-9dd2-2b673f278912,false,,1540796154685693952,@J_AlanWebb @INukeYou @thelucasmatos @TrumpMonte @StephenKing Congrats. But don’t base laws that effect woman on fa… https://t.co/lvw81BGp5M,bedroomeyezzzz,"world traveler, foster dog mom, trying to beat cancer",Pro-choice
FPMCK2P37RW2,be202677-c9ab-4e6a-a5b9-eddb4c3ec176,8d5beb5d-047e-4ac2-8283-27831f0d6932,false,,1540795847889326080,Women desperate enough to get an abortion are desperate enough to get an illegal abortion.,BriBirg,I'm a Wartburg Math Professor who has been known to fall out of trees while geocaching.,Pro-choice
7R2NKCJQNXPP,ee4b281c-018f-442e-aa95-8ff704557629,8dde56a3-a95b-4386-bd36-f0306b32a3e3,false,,1540795926905688064,"@OneGirlMelissa Melissa - YOU get it. ""Shout my abortion""? Horrid. No less than if I were to say how many women I had ""tagged"".",ExposingTheSke1,Harrowing Hell Is My Profession ...,Pro-life
CAG2KV7YTM69,5ab3b9c5-b757-4c7d-857c-5f28a7d907f8,8e1aebd1-5133-4bda-96ba-1cd5669e14e7,false,,1540796172184330241,"California Companies Moving to Texas Now Have to Make a Choice https://t.co/XEhRooLoHC via @TomBemis

If women want… https://t.co/MAjj95KGZ0",Ezekiel53796950,,Pro-life
YKR74H2QRD6F,e335031a-d0ad-4c52-97cd-8c253edfc896,8e60016c-1b16-4945-9f12-6dab360aeb38,false,,1540794746133790722,"@MattMurchison FACT: If Ruth Bader Ginsburg had retired when she was 80 years old, had cancer, and could easily be… https://t.co/WzbVDH0WmI",CColasurd,Political Commentary | College Student | Baratheon Loyalist | Depressed NY Giant Fan,Pro-choice
6FCQKE2GMKG2,2d878c96-5928-4866-b30d-c663ccb3e549,8e61696e-c599-4a55-8e1e-eb06ceb208c2,false,,1540795751663632386,"@CdnComrade Y’all are both hypocrites, both abortion rights and vax mandates are about bodily autonomy. There would… https://t.co/KCTx0f3Qvs",NdpAbandoned,"Socialism is when you take care of your countrymen,not when you go around harassing people who disagree with you. Socialism must accept all cultures and nations",Pro-choice
R7XYZ4FKMFF9,e6d0caa7-4d57-4a17-a04d-d0cacc986f3b,8e820bfe-794e-4544-92b1-99a2cee6c310,false,,1540795692494376960,As to me I think it's up to a woman whether or not to do an abortion. And nobody has the right to poke his ugly nose to her private life.,apKRIHgtSpUZpdY,"If in your anthem there is no word about war, I'm your follower doubtlessly.",Pro-choice
2AZWNZRTVACE,a8c1857e-a5af-4ad7-8289-00121f007f99,8e9a8658-3148-43bd-9bd3-7536c21e5902,false,,1540795926473842688,Having studied feminism in university at Carleton I have always been pro abortion rights.,Mark73870118,"York University BA in Literature
Half of a 2nd BA in Professional Writing
Bipolar
Editor
Pro Wrestler
Hammering Cancer III",Pro-choice
4TG67HVWJNDP,344585af-b79b-49ea-bd20-617d3594f336,8ec3b341-0411-469a-8922-9813421eaf48,false,,1540795138967908357,"Los Angeles Lakers star LeBron James tweeted that the Supreme Court's overturning of Roe V. Wade was ""absolutely ab… https://t.co/snS6GIjlIs",ABC24Memphis,ABC24 Memphis (WATN-TV) & CW30 News Right Now - working to tell stories that matter to your family and stories that celebrate life in Memphis and the Mid-South.,Pro-choice
2AZWNZRTVACE,16768580-33c7-4b3a-889e-99059edeb0f8,8f0c10a4-a756-421c-b1b7-2ed8942903cc,false,,1540796635143229441,@AndyKimNJ As a Canadian🇨🇦 &amp; a Woman…I cried when I heard the News of the Reversal of Roe vs Wade! How barbaric &amp; s… https://t.co/bmHyDnWh7q,TheLogans,,Pro-choice
FPMCK2P37RW2,a2377590-aeb7-4953-adf5-72645926a551,8f20d6e3-8772-4f4b-bf07-7deb033ef766,false,,1540794682011049987,@pam6cee It's amazing how many black people are angry behind the Roe versus Wade overturn and the fact that there i… https://t.co/sQzbq4Yszy,Mamuwalde3,Black Man,Pro-life
R7XYZ4FKMFF9,bd3dbdf9-0696-4ed8-a9ff-cde90eaf263d,8f699724-0db9-4758-a407-0cc194bc6b27,false,,1540796533376856070,Took a break from studying for the Bar Exam to write a column for @Blavity on the egregious decision by #SCOTUS to… https://t.co/48BtdARyPH,HTaylorSchlitz,19 yrs old. #SMUDedmanSchoolofLaw Alum. #NLC2021 #PonyUp #SGRho ΣΓΡ #KHIVE #TWU #ZoomingInwGenZ #CrownAct she/her,Pro-choice
Z6J69GNZYEXY,e361814b-d99e-46bc-8416-ac889d834c14,90097b78-b912-4085-9ba9-dc0d6347b357,false,,1540795742507466752,Me trying to find an appointment get my nexplanon replaced before I lose insurance in a state w/ no expanded medica… https://t.co/rb3D5rcLtw,swamp_cryptid,"florida scrub jay |

a b+ bird |

don't refer to me |

certifiably old |

legally 5'5 |

that guy's just a mess |

it's like God spilled a person",Pro-choice
XJKGQQWFXKTX,c63b4047-4577-493c-a33a-499d111d19d3,902a92b9-327b-421d-8a15-0ef9148e6ab6,false,,1540796034292584448,@JS_Brooks It’s true but there should be more talk about adoption as a solution in states where those women don’t have abortion access.,ajk718,"an independent ""small l"" libertarian trying to form coalitions with those I agree with on issues. willing to listen/understand/learn from anyone i disagree with",Pro-choice
FPMCK2P37RW2,65e18295-e58f-4918-9f8b-28b34856f3e4,903c070d-3342-46ff-84ee-2b64e5d5c517,false,,1540796320033787905,"@Yoda1FourMe @melisachao @Benicetoopeople @CobaltAdvocates If Hillary had been elected President in 2016, we wouldn… https://t.co/yylz9KMI7X",TruthSquad11,,Pro-choice
2AZWNZRTVACE,3e2f2ce8-6e7e-45bd-962f-1e852ae8c45f,905affc4-4c67-4036-8204-681e5ad2a7f8,false,,1540784684048650240,I hope someday people will understand what roe v wade oveturned actually does. Strong support for the overturned ruling,DeAdsh0t34,"Just a guy chilling, watching and playing cs. Chris J supporter",Pro-life
DK4H9CMZRWET,c81e6796-82c5-4526-bb2d-01e388d54a34,90e94f1f-c29e-4c19-a940-ddc2155e97aa,false,,1540796120586125314,@CallMeK1123 I’m kinda confused. Pregnancy doesn’t just happen right? So if you willingly have sex and get pregnant… https://t.co/ECVRjxOYD3,waynemckee20,Manu Forti,Pro-life
CAG2KV7YTM69,94497944-f43b-4dfc-a42b-7a6f7b582c50,91a700d7-84be-4195-ba2b-d5a3547a5f90,false,,1540796271207755776,@JeffHolidayReal Hopefully you live in a state where it will still be your body your choice all overturning Roe V W… https://t.co/4xlzBGf6Dq,TheMightyMacky,"I am a slightly crazy, energetic YouTuber who plays games and streams. Youtube: http://t.co/MOoFMblbXJ Twitch: http://t.co/czLctgriZN",Pro-choice
WFRWYPY7XZJ9,178d8e03-f277-4966-9848-42552900d981,91b5cf12-c483-48db-a247-52c9770621cd,false,,1540796232884318211,@LucySmi88574164 @DougRoseMedic Women talk like there are no ways to prevent pregnancy and abortion is the only way,fadman4real,All my views are mine and mine alone.,Pro-life
GQ33CQDEM49Z,79ef5840-9b28-4782-8016-462c2e5128a8,924d5c02-3f8e-49c8-ac6e-791f598be696,false,,1540795511334006786,@RealPaigeWWE It was never a constitutional right. Any law that came after the constitution was designated by state… https://t.co/bZ20FvNAf1,Ryan04251978,I’m new to Twitter so give me a follow 😉 He/Him/What/When/Who/Huh 🤷‍♂️🤦‍♂️,Pro-life
T3RMAEPRMD6J,38a501fc-3c2c-4c7b-87ff-17e15524a2f2,9282aff9-a055-4bde-825d-06f0f482db58,false,,1540795779580837888,@JoJoFromJerz True. I'm thinking that we could help this travesty by : you know how you can pre-psy for a cup of co… https://t.co/s7IEckGvLu,MsMaryellen,,Pro-choice
2AZWNZRTVACE,daf45c57-9c1d-4784-9ce3-3d6a56dfa57b,92f5158d-c79b-4ab3-9d34-ef918bc3d9d6,false,,1540784419736281088,"Yes.  This Boomer has voted Democrat in every election, other than for mayor in a city I no longer live in.  I have… https://t.co/XL0xrnS9cd",BonnieKParker1,Retired Contract Specialist from Dept of Defense. Undergrad psych/grad contracting. Music lover & flute player.  Free spirit & nature lover.  Democrat for life!,Pro-choice
FPMCK2P37RW2,8c730b30-ae39-4f5c-948a-fbe8c8ebc871,9373513c-b846-4138-90f5-d3a2d57d7672,false,,1540795697162862592,@ClayRayMore The same place they did before 1973. Abortion was always available for the wealthy.,CCM_OperaMan,https://t.co/yxEwJ2rDlp    #CourageToAct,Pro-choice
WFRWYPY7XZJ9,b6db52c5-1f62-46da-bbbc-ceba4c334cfd,937c470d-b7b5-4169-9481-4865f8f4b772,false,,1540797057690132481,"""Our corporation stands against the overturning of roe v wade"" that's cool that you post a branded photo of your co… https://t.co/XSo4LxRLbS",buhblies,"😼@Playvalorant radiant brimstone 💗 chally yuumi
-Lau, loc
al frog grl into cosplay (she/ they)
@spoiIed_milk 💕💕@anxiouslavalamp 💜@notjoply💜@YokozunaFPS",Pro-choice
FPMCK2P37RW2,13840b06-11d9-4c28-ad1b-ce324020d906,93930548-300d-4745-a593-a13f6abc24ca,false,,1540784492305973248,"Now that SCOTUS has overturned Roe v. Wade &amp; Miranda Rights, looks like the only right that’s safe is to have a tot… https://t.co/OyoaMt2CDo",puregoldj,"Math, history, and international affairs geek. Love photography & animal videos. Just here for fun, but have to #DefendDemocracy.",Pro-choice
T3RMAEPRMD6J,3be5a7a2-73e8-4f01-90c4-2a5419e0407b,93e44163-50aa-4a37-8527-bea3bacefebe,false,,1540795865492664321,@Isobel61763134 @JaneSpeare @GeorgeD94155865 @DeborahMeaden Nope. Check out the proportion of black babies aborted… https://t.co/xZmdGN3grp,carpetwhoosh,Be excellent to each other!,Pro-life
XJKGQQWFXKTX,6dec8899-3edc-4d0a-81e5-25e1568d86ff,93fae66c-e3c8-480f-a33f-703411a6e888,false,,1540796483238334469,"Debate is a game to those who make money through it, I spiraled, nonstop cried for Roe V Wade, tried to have a lite… https://t.co/4NCl6QQdP5",XaTheDuck,"Nigerian Econ Revolutionary, Comedian, Content Creator, Depressed Model for ☦️ All links provided on LinkTree Below! :)",Pro-choice
T3RMAEPRMD6J,bbd328f3-7653-40c2-a86e-9f73db6772d5,93fc1b85-a9ed-4f9f-b4ed-24573bc1c592,false,,1540796056685973504,@jkwilliams11 @cstark444 @itsJeffTiedrich State government has no rights to tell any woman she can’t get an abortio… https://t.co/OD8FX6Ece2,VegasNutJob,,Pro-choice
ZNXMTR4YRRAP,ef0724f0-b8d5-4d36-8ee0-7d23ae71c8b4,94296a5f-c337-446c-9b3d-fd7097a3fd7c,false,,1540796204455383040,"@Apemann6969 @megynkelly So. Fucking. What? All of them will say that, and then every damned one of them would get… https://t.co/BAe6n2YFEx",TheWouston,"Houston Wade's twitter about Rocks, Space, Markets, and learning the hard way that one cannot make jokes about the literal translation of ""puttanesca""",Pro-choice
R7XYZ4FKMFF9,c678ce03-88eb-4d0d-9c9a-87b58feb7280,949c6d17-ee31-43f1-954d-71f6a0bacc4c,false,,1540795893615452160,"@shannonrwatts So, when there's another school shooting, will this be classed as a late term abortion?",KevyS024,trying to remain positive in a shit show world!,Pro-choice
7R2NKCJQNXPP,417352e4-d61b-420e-950b-784c45eaca45,94a5897f-d6ca-4a1d-ab4f-2d42c9dc0090,false,,1540784886319140864,"@DrDebraSoh Oh naff off

 Trans hostile people cosying up to conservative Christians against trans folk instead of… https://t.co/ctHZVvR8ft",BlueMouseEeek,Cheese loving and mostly happy: married to J: social business owner: charities: classical guitar + sax: trans guy:,Pro-choice
DPNAMHPJRREC,d3c4c00d-16b0-46fe-ba00-bb7aef64cffc,94d436b1-e888-4379-9880-8170180f2535,false,,1540796190911918080,@JoeBiden I have a question regarding the two Supreme Court justices who were recently confirmed. How can the state… https://t.co/JhgGyTpTrc,sue65358176,Nurse and volunteer firefighter,Pro-choice
FPMCK2P37RW2,a4707109-d8bb-4bca-9979-90a8cb34c223,94efb6d0-e856-4258-a387-9768be5bc92d,false,,1540795991162511361,"@SpookySocialist @tylrhut The Soviet Union didn't just ban abortion. In parallel with this, he created conditions f… https://t.co/B5wkgyLIqU",MachineSpirit91,,Pro-choice
7R2NKCJQNXPP,598d4860-ffd1-4466-8101-0fe817339529,952bf7e0-8194-48c9-b9d7-35bff85ffc06,false,,1540794516910866432,Hey remember when you said you’d push to codify Roe v Wade into law and had a legislative supermajority but then yo… https://t.co/btbBHdtl3g,ChazHill22,@FranklinCollege '19 - Educator & Coach at FCHS (@MrHill22) - @2CentsOnMovies - opinions are mine,Pro-choice
FPMCK2P37RW2,13dfb94c-6948-4bbb-ae8e-3bf0a5575169,9679e3f6-e323-4f93-849d-e3247a61750e,false,,1540796224072081409,"Solution: Give Texas back to Mexico where abortion is legal. DC, Puerto Rico, and Guam become US States. Republican… https://t.co/JZ3fHEW8Wx",TrashDecider01,🚮 The Inverse Art Decider,Pro-choice
CAG2KV7YTM69,a5bb9198-d8be-4187-a25f-2174b6b623b8,968a39cb-9412-433b-a95d-50775502172c,false,,1540795110060965888,"I come in ✌️ 
Roe v Wade
#RoeOverturned https://t.co/U2257H1lqr",UnchainDjango,"Technically, the glass is always full",Pro-life
GM7WMPEN2H9W,2406e0e3-7dcd-48fe-84c4-5dea86bdc4f7,96ee7e2c-b725-49b3-b90b-99b8ee17f45a,false,,1540796054655750149,"Me: I don’t think you’re old enough to watch Handmaid’s Tale. It’s dark and upsetting. 

16 year old daughter: 
Ame… https://t.co/kdu1SAwtWZ",tweetmommybop,I should have something witty here so you follow me.,Pro-choice
T3RMAEPRMD6J,c543e69f-554f-4908-8b03-ba8efed02378,97392ac5-0483-46c4-b82b-c01af2814969,false,,1540795830495457281,"Cool to know. The @Mariners don't just support the anti abortion people, they support segregationists too. Fun. Thi… https://t.co/MFCMD9G1ok",SeanTheDestroyr,"Rocket ship builder, pizza expert, love the Seahawks, something else, etc.",Pro-choice
QEZAEMV2WF9D,0cb4ccbe-0a06-445b-8fb6-5f09b4be6bea,973973bb-db5a-4ed7-bc75-0bad8e26a485,false,,1540794848805957633,If you're a woman complaining about this roe v Wade decision. And you voted Republican for Trump in 2016 then this is your fault.,Chrismikoichi,looking to build up a following . I'll follow you if you follow me just be a resistor,Pro-choice
WFRWYPY7XZJ9,af226255-37cb-45d1-b6b0-e982a3347a00,97579d03-fc44-441c-92f3-05ae2815742c,false,,1540796196180066306,"Be responsible,  spread this information.  Less than $12 at walmart or almost any drugstore. No pregnancy, no abort… https://t.co/hJuwPVegp2",AintTiredYet,Free thinker,Pro-choice
2AZWNZRTVACE,f5363c05-f82e-4b44-a666-cd77db1b680f,977122f9-70e7-46f8-9d5a-c4c5eb234367,false,,1540796162600366080,@lifttheveil411 Nothing more disgusting than a late trimester abortion….besides the prescription of male growth hor… https://t.co/CUytXEwAg3,clarencelawrenc,URBOYCL BORN - SYRACUSE NEW YORK WORKED - NEW YORK NEW YORK - reside HAZARD COUNTY AMERICA :,Pro-life
Z6J69GNZYEXY,bb3ea6b6-0b76-4e85-8206-98bc3ee35e42,977792a0-be48-4f10-8896-f6081b99fd54,false,,1540794236852994054,Feel free to unfollow me if you support the overturning of Roe v. Wade,Danielle_yeliaB,19 | Bi | They/Them | Gender is fake ❤️,Pro-choice
